product_id,category,popularity_weight,price
104,Toys,0.7778683744796352,39.44
105,Grocery,14.66777920194896,19.5
106,Electronics,0.3106869177753361,49.97
107,Books,2.325508878510822,56.97
108,Electronics,0.7731541724173691,29.84
109,Home,0.9755221386767366,31.34
110,Grocery,0.4966084851380683,13.19
111,Electronics,0.2717608144292098,19.0
112,Beauty,1.0175445204655138,8.93
113,Electronics,1.7117275808497285,45.26
114,Sports,0.6649310479529119,57.91
115,Fashion,0.13316512570134553,10.16
116,Sports,0.18375932372407738,23.76
117,Sports,1.138642609088679,59.43
118,Electronics,2.2101791503229005,31.52
119,Grocery,0.14381361540577337,16.74
120,Home,1.61591556023843,17.65
121,Books,1.9653949303030354,39.17
122,Electronics,0.26766197781853507,58.12
123,Electronics,1.7779479311664983,22.23
124,Grocery,0.7757510447303367,12.18
125,Electronics,1.3969421817390493,56.27
126,Books,3.660510706097217,58.08
127,Books,0.2210654355208705,28.02
128,Home,0.18820095094931516,25.24
129,Toys,3.607271554627596,65.63
130,Toys,0.2996849521464234,21.46
131,Fashion,0.6851308431201723,45.22
132,Home,5.630246809090536,35.15
133,Fashion,1.179326466019169,9.78
134,Electronics,27.69502511409292,35.31
135,Home,0.14149203114462724,12.25
136,Beauty,0.1638189905028885,17.17
137,Grocery,0.42822314591338617,15.85
138,Fashion,1.1437854876226636,78.08
139,Toys,0.15808103816337665,64.04
140,Electronics,0.12188711833726919,14.69
141,Books,0.3698919689310175,16.36
142,Grocery,0.4455311501875272,14.31
143,Beauty,2.903605782512001,44.72
144,Home,0.38001975801366883,49.96
145,Toys,0.10601131788198363,18.87
146,Electronics,0.19770132689933576,8.11
147,Toys,0.35135674145090734,9.24
148,Electronics,1.0350769476703856,8.19
149,Sports,1.2029209474503246,40.41
150,Sports,2.1339230010998187,21.69
151,Fashion,0.7886379357393615,34.22
152,Toys,8.68664361645875,45.64
153,Toys,0.32348089799589563,13.39
154,Books,0.21157619571946362,39.25
155,Sports,0.7076958755622694,75.22
156,Grocery,0.38746549564922717,16.73
157,Fashion,2.1356294403116163,33.11
158,Home,0.1640886427097652,71.43
159,Home,0.83077470820693,38.76
160,Sports,5.313056977415384,64.46
161,Books,0.6323467456520746,11.65
162,Sports,0.4755214102176415,59.53
163,Books,0.2700614906698978,35.0
164,Fashion,7.661051413405295,28.53
165,Sports,0.8461030397100768,75.75
166,Fashion,4.613323323533907,29.67
167,Beauty,3.56620039435958,61.93
168,Sports,3.082838616484057,31.35
169,Fashion,0.17961570568420815,43.55
170,Books,0.22737170351470684,23.75
171,Grocery,1.5675983254428958,25.21
172,Sports,0.361427854721307,30.03
173,Fashion,0.3058843963359019,31.46
174,Toys,1.3241221944045511,100.11
175,Fashion,0.6720873333875396,38.39
176,Electronics,0.3910088947130139,6.11
177,Electronics,0.4074021407145707,13.9
178,Electronics,0.36418171978404923,107.58
179,Beauty,0.15571585516157177,61.99
180,Books,9.711474959003663,75.7
181,Fashion,1.3764301618119321,4.7
182,Home,0.2615574394579031,35.76
183,Home,0.31128594026080203,59.27
184,Grocery,1.0770553974825507,59.77
185,Sports,0.6804718601848482,19.23
186,Toys,0.14854587718144796,51.56
187,Sports,0.10961404515620471,52.04
188,Beauty,0.5746520155679686,50.58
189,Electronics,2.561374786567597,24.25
190,Toys,0.929668956877087,36.88
191,Fashion,1.0343889609584915,26.89
192,Toys,1.1424502493420714,47.22
193,Fashion,0.8264985467906117,78.69
194,Grocery,0.6489994422289873,14.48
195,Beauty,0.9602549164390081,76.9
196,Fashion,0.26743454876068273,17.52
197,Books,0.32857234770108834,20.29
198,Home,0.22121667192521915,73.28
199,Beauty,0.1411284460148347,34.93
200,Toys,3.3855472298267117,30.88
