user_id,product_id,event_type,event_weight,day
167,118,click,2,2
167,134,click,2,2
279,107,click,2,2
277,43,click,2,2
281,195,cart,3,2
25,152,cart,3,2
312,160,view,1,2
133,70,view,1,2
309,180,click,2,2
80,81,cart,3,2
79,85,view,1,2
420,164,view,1,2
458,148,view,1,2
177,43,view,1,2
373,151,click,2,2
271,45,purchase,5,2
46,5,view,1,2
108,126,view,1,2
266,172,click,2,2
435,112,click,2,2
363,34,view,1,2
364,35,click,2,2
250,105,view,1,2
47,34,view,1,2
442,77,view,1,2
466,81,view,1,2
429,64,cart,3,2
294,34,click,2,2
428,95,cart,3,2
85,200,purchase,5,2
336,180,click,2,2
356,134,view,1,2
60,146,cart,3,2
404,72,click,2,2
453,152,click,2,2
82,45,click,2,2
380,166,view,1,2
123,67,view,1,2
428,95,view,1,2
423,129,click,2,2
73,18,view,1,2
475,152,view,1,2
26,22,view,1,2
27,143,view,1,2
299,10,purchase,5,2
319,105,cart,3,2
123,166,view,1,2
127,190,view,1,2
15,104,cart,3,2
482,67,click,2,2
172,119,view,1,2
174,142,click,2,2
252,180,view,1,2
410,129,purchase,5,2
408,16,cart,3,2
412,161,view,1,2
415,148,view,1,2
435,40,view,1,2
239,29,cart,3,2
238,105,view,1,2
453,160,view,1,2
188,164,view,1,2
9,134,purchase,5,2
57,167,click,2,2
345,134,view,1,2
92,143,click,2,2
199,134,click,2,2
496,48,cart,3,2
95,134,purchase,5,3
3,121,view,1,3
2,167,cart,3,3
497,132,click,2,3
369,164,view,1,3
289,24,cart,3,3
220,7,view,1,3
200,134,purchase,5,3
109,34,cart,3,3
344,165,view,1,3
109,34,view,1,3
236,166,click,2,3
187,43,click,2,3
237,22,view,1,3
186,77,view,1,3
431,34,cart,3,3
173,63,click,2,3
488,43,view,1,3
495,51,cart,3,3
173,164,click,2,3
74,77,view,1,3
48,80,click,2,3
317,35,cart,3,3
82,35,click,2,3
200,125,view,1,3
293,82,view,1,3
25,144,view,1,3
292,7,click,2,3
84,148,click,2,3
157,105,view,1,3
82,85,purchase,5,3
489,134,view,1,3
87,166,click,2,3
108,85,view,1,3
475,88,view,1,3
15,7,click,2,3
459,10,view,1,3
135,167,view,1,3
71,10,cart,3,3
27,180,view,1,3
282,19,click,2,3
283,62,cart,3,3
281,112,cart,3,3
277,54,cart,3,3
377,2,cart,3,3
340,45,cart,3,3
136,67,purchase,5,3
241,129,click,2,3
145,45,view,1,3
137,70,click,2,3
96,134,purchase,5,3
145,185,purchase,5,3
380,160,click,2,3
400,57,view,1,3
191,167,view,1,3
265,90,view,1,3
164,67,view,1,3
477,81,cart,3,3
263,134,view,1,3
439,23,click,2,3
167,134,purchase,5,3
299,132,view,1,3
78,43,view,1,3
77,9,cart,3,3
277,132,view,1,3
56,109,view,1,3
41,16,purchase,5,3
197,44,view,1,3
242,67,click,2,3
447,170,click,2,3
289,105,cart,3,3
206,81,view,1,3
173,152,view,1,4
24,105,purchase,5,4
57,134,cart,3,4
239,10,view,1,4
211,34,purchase,5,4
362,150,view,1,4
317,148,view,1,4
128,86,cart,3,4
406,164,click,2,4
54,13,click,2,4
54,189,view,1,4
318,131,view,1,4
423,120,purchase,5,4
454,16,click,2,4
3,126,view,1,4
209,81,view,1,4
148,67,view,1,4
4,129,view,1,4
495,19,view,1,4
199,134,view,1,4
441,43,view,1,4
428,67,view,1,4
305,4,view,1,4
305,29,click,2,4
86,81,click,2,4
380,200,click,2,4
366,89,view,1,4
365,166,view,1,4
71,43,click,2,4
249,134,purchase,5,4
137,35,purchase,5,4
73,110,click,2,4
83,54,purchase,5,4
429,94,cart,3,4
466,13,view,1,4
9,134,view,1,4
292,200,view,1,4
294,53,view,1,4
416,134,view,1,4
4,152,view,1,4
392,134,view,1,4
238,105,click,2,4
469,120,click,2,4
332,143,view,1,4
120,134,click,2,4
369,152,click,2,4
344,34,purchase,5,4
109,34,view,1,4
390,81,cart,3,4
200,81,purchase,5,4
331,67,view,1,4
221,84,view,1,4
215,88,click,2,4
408,160,click,2,4
367,167,view,1,4
122,63,click,2,4
279,35,view,1,4
24,105,view,1,4
178,125,view,1,4
35,132,view,1,4
401,43,cart,3,4
55,132,cart,3,4
22,134,view,1,4
162,54,cart,3,4
176,34,view,1,4
15,34,cart,3,4
15,34,view,1,4
249,96,click,2,4
137,85,click,2,4
144,105,click,2,4
158,29,view,1,4
447,70,cart,3,4
112,29,click,2,4
74,168,view,1,4
86,81,view,1,4
100,67,click,2,4
18,5,purchase,5,4
479,173,view,1,4
300,81,purchase,5,4
260,118,cart,3,4
461,113,click,2,4
85,74,purchase,5,4
350,31,view,1,4
427,138,cart,3,4
302,165,view,1,4
256,51,click,2,4
78,45,view,1,4
113,34,click,2,4
492,133,view,1,4
138,191,click,2,4
234,1,click,2,4
235,40,view,1,4
459,180,purchase,5,4
192,134,view,1,4
131,81,view,1,4
36,34,purchase,5,4
227,134,click,2,4
180,105,view,1,4
449,16,view,1,4
235,134,view,1,4
450,165,view,1,4
205,159,purchase,5,4
425,88,view,1,4
157,13,click,2,4
425,57,click,2,4
74,162,click,2,4
211,200,click,2,4
493,143,cart,3,4
64,180,view,1,4
415,108,view,1,4
414,54,click,2,4
214,105,cart,3,5
408,160,click,2,5
221,2,view,1,5
450,160,click,2,5
213,105,view,1,5
121,134,view,1,5
85,152,view,1,5
209,81,cart,3,5
441,22,view,1,5
200,134,view,1,5
441,45,view,1,5
164,90,click,2,5
164,131,view,1,5
85,200,click,2,5
265,2,purchase,5,5
265,67,click,2,5
447,62,view,1,5
139,67,view,1,5
256,67,click,2,5
255,81,view,1,5
465,35,click,2,5
139,88,purchase,5,5
300,149,click,2,5
352,57,view,1,5
69,45,view,1,5
434,22,view,1,5
192,134,cart,3,5
419,160,cart,3,5
481,105,view,1,5
101,166,click,2,5
429,89,cart,3,5
66,13,cart,3,5
46,164,purchase,5,5
252,121,click,2,5
318,67,view,1,5
174,77,view,1,5
320,67,click,2,5
464,105,view,1,5
423,190,view,1,5
126,180,cart,3,5
82,150,purchase,5,5
403,34,click,2,5
403,94,click,2,5
382,67,view,1,5
428,164,cart,3,5
38,107,view,1,5
143,155,cart,3,5
397,22,view,1,5
436,181,view,1,5
437,12,purchase,5,5
476,160,view,1,5
431,34,view,1,5
348,134,view,1,5
20,44,click,2,5
431,200,view,1,5
276,93,view,1,5
372,194,view,1,5
353,55,view,1,5
99,87,view,1,5
102,3,view,1,5
257,81,click,2,5
84,134,click,2,5
85,152,view,1,5
100,39,cart,3,5
333,166,view,1,5
41,45,cart,3,5
115,53,click,2,5
336,180,click,2,5
286,167,click,2,5
442,67,view,1,5
227,43,view,1,5
225,62,view,1,5
487,91,cart,3,5
312,72,view,1,5
340,22,cart,3,5
153,22,cart,3,5
153,160,view,1,5
25,200,click,2,5
180,105,view,1,5
180,67,purchase,5,5
129,18,click,2,5
153,45,click,2,5
145,117,click,2,5
380,22,view,1,5
242,98,click,2,5
182,48,view,1,5
200,178,cart,3,5
200,134,click,2,5
187,66,view,1,5
186,150,view,1,5
52,9,cart,3,5
48,60,purchase,5,5
390,181,click,2,5
195,152,view,1,5
11,105,view,1,5
238,105,cart,3,5
80,81,view,1,5
145,84,view,1,5
445,88,view,1,5
292,87,purchase,5,5
30,164,view,1,5
33,35,view,1,5
460,54,view,1,5
399,81,view,1,5
246,75,view,1,5
56,29,click,2,6
102,3,purchase,5,6
300,94,view,1,6
258,166,view,1,6
68,160,view,1,6
462,161,view,1,6
18,143,purchase,5,6
20,84,click,2,6
230,5,purchase,5,6
121,118,view,1,6
122,168,click,2,6
377,30,view,1,6
113,77,view,1,6
480,35,view,1,6
386,160,purchase,5,6
231,29,view,1,6
7,4,view,1,6
387,34,click,2,6
231,39,cart,3,6
490,130,view,1,6
65,105,click,2,6
4,174,purchase,5,6
118,105,purchase,5,6
437,131,purchase,5,6
324,86,view,1,6
123,18,click,2,6
123,166,view,1,6
144,105,click,2,6
317,34,view,1,6
340,81,view,1,6
21,43,view,1,6
174,105,cart,3,6
252,102,view,1,6
14,134,view,1,6
124,113,purchase,5,6
159,134,cart,3,6
378,108,view,1,6
397,81,cart,3,6
438,117,click,2,6
71,43,click,2,6
71,43,click,2,6
371,44,view,1,6
88,18,cart,3,6
354,5,view,1,6
438,195,cart,3,6
438,81,click,2,6
88,164,view,1,6
161,95,click,2,6
266,143,cart,3,6
348,22,purchase,5,6
96,99,view,1,6
357,48,view,1,6
441,22,cart,3,6
347,190,view,1,6
212,164,view,1,6
476,22,view,1,6
369,67,click,2,6
413,84,click,2,6
51,23,view,1,6
497,158,purchase,5,6
497,43,click,2,6
496,84,cart,3,6
496,54,cart,3,6
325,79,view,1,6
407,36,purchase,5,6
212,18,view,1,6
366,166,cart,3,6
113,152,cart,3,6
113,5,view,1,6
79,4,cart,3,6
178,66,click,2,6
56,81,purchase,5,6
306,160,view,1,6
304,69,click,2,6
144,134,view,1,6
296,79,cart,3,6
294,152,view,1,6
159,99,view,1,6
379,5,click,2,6
21,70,click,2,6
468,105,cart,3,6
145,168,cart,3,6
430,112,cart,3,6
360,78,view,1,6
99,152,click,2,6
59,200,view,1,6
356,134,purchase,5,6
243,16,cart,3,6
180,105,click,2,6
313,129,view,1,6
448,34,click,2,6
286,81,view,1,6
284,81,view,1,6
288,13,cart,3,6
288,150,view,1,6
276,67,view,1,6
280,134,click,2,6
151,81,cart,3,6
151,81,purchase,5,6
59,160,cart,3,6
345,134,click,2,6
282,67,purchase,5,6
472,134,click,2,6
59,22,click,2,6
178,123,cart,3,6
384,143,purchase,5,6
25,53,click,2,6
343,126,view,1,6
36,152,cart,3,6
75,88,cart,3,6
361,180,view,1,6
238,105,click,2,6
425,157,cart,3,6
331,67,view,1,6
496,9,click,2,6
188,129,cart,3,6
489,125,view,1,6
235,34,view,1,6
333,54,view,1,6
431,34,cart,3,6
52,62,click,2,6
431,134,click,2,6
488,54,view,1,6
373,81,click,2,6
88,93,view,1,6
469,132,purchase,5,6
1,48,view,1,6
497,67,view,1,7
415,14,cart,3,7
496,70,click,2,7
203,29,view,1,7
289,150,view,1,7
442,46,purchase,5,7
191,36,cart,3,7
25,134,click,2,7
472,96,view,1,7
472,148,click,2,7
278,35,view,1,7
153,168,cart,3,7
151,29,view,1,7
24,105,view,1,7
151,81,view,1,7
286,192,view,1,7
278,34,cart,3,7
394,134,click,2,7
141,121,click,2,7
299,132,cart,3,7
444,45,view,1,7
489,152,view,1,7
235,157,view,1,7
48,84,click,2,7
359,45,click,2,7
381,97,view,1,7
25,129,view,1,7
362,160,purchase,5,7
192,129,view,1,7
228,105,view,1,7
97,134,cart,3,7
490,81,view,1,7
68,45,view,1,7
68,28,view,1,7
406,48,click,2,7
446,23,click,2,7
73,32,view,1,7
140,34,click,2,7
427,171,cart,3,7
426,105,cart,3,7
256,22,purchase,5,7
459,35,click,2,7
258,152,view,1,7
255,13,view,1,7
261,9,cart,3,7
262,134,cart,3,7
476,168,view,1,7
265,95,cart,3,7
88,7,click,2,7
435,81,click,2,7
185,90,view,1,7
186,112,view,1,7
334,105,click,2,7
379,5,view,1,7
161,157,click,2,7
334,77,view,1,7
9,189,cart,3,7
488,45,purchase,5,7
488,22,view,1,7
488,43,view,1,7
436,181,view,1,7
453,86,view,1,7
321,200,view,1,7
321,34,purchase,5,7
245,30,view,1,7
399,152,view,1,7
461,16,view,1,7
461,175,cart,3,7
161,167,click,2,7
46,110,cart,3,7
105,42,view,1,7
20,112,cart,3,7
390,5,click,2,7
392,189,purchase,5,7
193,134,view,1,7
435,167,cart,3,7
146,67,click,2,7
147,177,click,2,7
441,22,click,2,7
227,8,cart,3,7
245,132,click,2,7
172,67,view,1,7
380,29,view,1,7
167,134,view,1,7
173,105,cart,3,7
459,62,purchase,5,7
249,134,cart,3,7
114,81,click,2,7
457,125,click,2,7
305,105,view,1,7
395,164,view,1,7
240,5,cart,3,7
72,2,view,1,7
118,29,click,2,7
323,132,click,2,7
205,8,view,1,7
227,134,click,2,7
332,164,cart,3,7
332,59,view,1,7
65,29,click,2,7
217,124,purchase,5,7
442,13,click,2,7
433,47,view,1,7
366,149,cart,3,7
130,36,click,2,7
420,100,view,1,7
96,152,view,1,8
235,4,view,1,8
298,2,cart,3,8
323,45,click,2,8
192,14,view,1,8
112,193,view,1,8
4,92,click,2,8
56,40,view,1,8
24,48,cart,3,8
495,107,view,1,8
366,160,cart,3,8
497,166,click,2,8
417,190,cart,3,8
365,57,click,2,8
204,132,view,1,8
209,29,cart,3,8
149,88,view,1,8
191,77,view,1,8
24,77,click,2,8
470,180,purchase,5,8
146,45,purchase,5,8
276,45,view,1,8
178,66,view,1,8
70,5,view,1,8
76,93,cart,3,8
166,35,view,1,8
476,185,click,2,8
86,129,purchase,5,8
378,35,view,1,8
263,134,view,1,8
351,57,click,2,8
348,45,click,2,8
474,134,cart,3,8
475,43,cart,3,8
427,181,view,1,8
41,103,click,2,8
187,70,view,1,8
108,48,view,1,8
98,22,view,1,8
241,200,view,1,8
128,134,cart,3,8
68,94,click,2,8
38,35,view,1,8
37,54,cart,3,8
125,43,view,1,8
321,152,cart,3,8
372,32,view,1,8
239,132,view,1,8
48,120,view,1,8
48,43,view,1,8
334,5,view,1,8
143,114,view,1,8
189,134,click,2,8
404,84,view,1,8
473,34,view,1,8
153,45,purchase,5,8
252,180,view,1,8
168,34,purchase,5,8
484,43,view,1,8
352,67,purchase,5,8
423,34,view,1,8
252,48,view,1,8
73,67,view,1,8
455,34,cart,3,8
179,48,cart,3,8
352,181,view,1,8
394,167,cart,3,8
309,70,purchase,5,8
456,152,click,2,8
59,34,view,1,8
410,99,click,2,8
408,89,cart,3,8
199,134,purchase,5,8
433,105,view,1,8
385,134,purchase,5,8
137,67,view,1,8
34,160,view,1,8
79,48,view,1,8
457,84,purchase,5,8
110,44,view,1,8
43,105,cart,3,8
179,126,click,2,8
242,134,cart,3,8
305,180,cart,3,8
241,132,click,2,8
316,29,view,1,8
227,152,view,1,8
424,107,cart,3,8
146,67,cart,3,8
25,7,cart,3,8
288,86,click,2,8
327,125,click,2,8
325,67,view,1,8
325,67,view,1,8
323,43,view,1,8
199,34,click,2,8
450,86,view,1,9
199,134,view,1,9
205,134,view,1,9
214,48,view,1,9
328,54,view,1,9
197,43,click,2,9
434,165,cart,3,9
223,134,view,1,9
223,160,cart,3,9
78,70,view,1,9
217,84,view,1,9
49,129,purchase,5,9
75,35,purchase,5,9
24,105,view,1,9
229,75,view,1,9
193,96,purchase,5,9
109,75,click,2,9
100,67,click,2,9
90,168,cart,3,9
89,16,view,1,9
422,45,cart,3,9
17,168,purchase,5,9
252,70,view,1,9
83,134,cart,3,9
100,68,cart,3,9
30,193,view,1,9
402,89,click,2,9
247,105,view,1,9
56,13,click,2,9
99,190,view,1,9
59,7,click,2,9
386,22,click,2,9
338,105,view,1,9
163,171,click,2,9
163,56,click,2,9
300,22,view,1,9
465,4,view,1,9
141,180,view,1,9
27,108,view,1,9
56,34,view,1,9
161,166,view,1,9
161,19,click,2,9
162,152,click,2,9
436,131,purchase,5,9
333,79,view,1,9
117,34,view,1,9
348,134,view,1,9
345,138,cart,3,9
237,2,purchase,5,9
488,150,click,2,9
88,34,view,1,9
245,84,click,2,9
165,126,view,1,9
165,118,cart,3,9
337,97,cart,3,9
477,103,cart,3,9
378,134,click,2,9
302,13,view,1,9
166,197,view,1,9
479,67,cart,3,9
242,134,view,1,9
486,67,click,2,9
400,138,view,1,9
456,190,click,2,9
475,48,view,1,9
288,45,view,1,9
220,13,click,2,9
94,105,cart,3,9
491,70,cart,3,9
491,107,view,1,9
381,134,view,1,9
435,159,view,1,9
490,5,cart,3,9
144,164,view,1,9
339,67,view,1,9
473,63,view,1,9
189,134,click,2,9
281,24,view,1,9
322,134,view,1,9
7,88,cart,3,9
276,160,click,2,9
80,134,view,1,9
299,77,view,1,9
423,34,view,1,9
393,133,cart,3,9
57,81,view,1,9
74,81,view,1,9
394,113,click,2,9
41,77,cart,3,9
405,129,view,1,9
112,164,purchase,5,9
124,66,click,2,9
368,193,purchase,5,9
63,190,view,1,9
2,20,view,1,9
408,132,view,1,9
443,134,click,2,9
68,150,click,2,9
317,67,view,1,9
127,67,view,1,9
69,45,click,2,9
17,105,view,1,10
481,105,view,1,10
252,107,click,2,10
360,67,cart,3,10
457,134,click,2,10
428,126,cart,3,10
402,41,cart,3,10
255,77,view,1,10
114,81,click,2,10
174,105,click,2,10
438,134,click,2,10
441,160,click,2,10
48,16,click,2,10
493,81,view,1,10
493,81,purchase,5,10
328,167,purchase,5,10
327,45,view,1,10
492,143,click,2,10
223,45,click,2,10
94,143,cart,3,10
345,134,click,2,10
468,105,view,1,10
392,134,view,1,10
78,161,purchase,5,10
437,79,cart,3,10
246,26,view,1,10
459,141,click,2,10
88,84,click,2,10
488,150,cart,3,10
237,34,click,2,10
187,67,cart,3,10
41,132,view,1,10
52,48,view,1,10
334,167,cart,3,10
115,34,view,1,10
43,105,view,1,10
350,34,click,2,10
378,77,view,1,10
164,43,click,2,10
276,22,view,1,10
399,166,purchase,5,10
397,13,click,2,10
477,29,click,2,10
400,62,purchase,5,10
316,134,cart,3,10
310,107,click,2,10
13,152,view,1,10
131,2,cart,3,10
308,155,purchase,5,10
240,105,click,2,10
40,67,view,1,10
400,19,cart,3,10
390,157,view,1,10
28,54,view,1,10
113,152,view,1,10
178,118,view,1,10
76,189,view,1,10
260,106,click,2,10
460,16,cart,3,10
246,34,view,1,10
78,159,view,1,10
291,45,click,2,10
65,156,purchase,5,10
275,167,cart,3,10
339,192,view,1,10
297,54,cart,3,10
300,45,view,1,10
467,67,view,1,10
159,67,click,2,10
394,14,view,1,10
74,15,cart,3,10
449,23,view,1,10
448,63,click,2,10
324,45,click,2,10
277,16,click,2,10
49,138,view,1,10
6,150,click,2,10
435,81,view,1,10
38,70,view,1,10
73,39,view,1,10
55,132,view,1,10
82,35,view,1,10
230,58,view,1,10
338,105,view,1,10
319,84,click,2,10
189,134,purchase,5,10
405,152,view,1,10
59,200,click,2,10
489,113,view,1,10
321,129,view,1,10
317,180,click,2,10
286,81,click,2,10
473,96,view,1,10
153,45,view,1,10
154,76,click,2,10
429,45,click,2,10
191,82,view,1,10
278,70,click,2,10
83,108,purchase,5,10
215,190,view,1,10
203,134,cart,3,10
368,10,click,2,10
91,72,purchase,5,10
417,152,cart,3,10
414,4,view,1,10
211,34,click,2,10
211,152,view,1,10
207,44,view,1,10
412,70,view,1,11
1,48,click,2,11
62,105,click,2,11
55,54,click,2,11
126,105,click,2,11
129,81,click,2,11
35,189,view,1,11
312,160,click,2,11
134,134,view,1,11
308,78,view,1,11
491,70,cart,3,11
230,45,purchase,5,11
48,5,view,1,11
194,84,purchase,5,11
229,35,purchase,5,11
228,29,click,2,11
194,43,click,2,11
195,34,click,2,11
197,16,click,2,11
47,59,view,1,11
437,166,view,1,11
373,77,purchase,5,11
488,160,view,1,11
236,57,view,1,11
9,118,click,2,11
235,180,view,1,11
7,107,purchase,5,11
356,134,click,2,11
360,67,purchase,5,11
246,152,view,1,11
246,152,view,1,11
14,148,click,2,11
400,4,click,2,11
178,125,click,2,11
245,57,click,2,11
420,67,view,1,11
383,164,purchase,5,11
304,149,view,1,11
306,22,view,1,11
337,45,click,2,11
459,70,view,1,11
76,152,view,1,11
390,67,cart,3,11
387,95,cart,3,11
302,77,view,1,11
27,120,cart,3,11
396,84,click,2,11
353,61,view,1,11
102,105,view,1,11
46,72,view,1,11
252,88,view,1,11
249,134,view,1,11
14,134,view,1,11
176,139,view,1,11
371,80,view,1,11
440,180,cart,3,11
106,35,view,1,11
379,55,click,2,11
476,160,click,2,11
164,43,click,2,11
165,180,purchase,5,11
16,29,view,1,11
72,84,view,1,11
74,134,click,2,11
44,84,click,2,11
474,67,view,1,11
271,97,click,2,11
270,105,view,1,11
270,105,purchase,5,11
299,84,view,1,11
464,29,cart,3,11
111,134,view,1,11
112,81,view,1,11
337,152,click,2,11
53,70,purchase,5,11
26,126,purchase,5,11
145,116,purchase,5,11
146,67,cart,3,11
291,89,click,2,11
57,129,view,1,11
148,95,click,2,11
441,22,cart,3,11
282,67,cart,3,11
153,22,view,1,11
472,132,view,1,11
279,166,view,1,11
474,67,view,1,11
206,70,cart,3,11
66,9,click,2,11
215,184,view,1,11
202,191,view,1,11
333,164,view,1,11
328,76,view,1,11
200,157,cart,3,11
494,67,view,1,11
220,20,view,1,11
217,105,cart,3,11
5,132,view,1,11
202,166,view,1,11
416,134,view,1,11
62,194,view,1,11
1,104,view,1,11
500,134,click,2,11
1,121,cart,3,11
415,75,click,2,12
324,168,purchase,5,12
126,134,cart,3,12
38,121,click,2,12
319,86,click,2,12
35,176,cart,3,12
129,180,view,1,12
204,84,cart,3,12
499,35,cart,3,12
206,68,click,2,12
279,180,cart,3,12
22,123,click,2,12
470,152,view,1,12
151,168,cart,3,12
42,4,purchase,5,12
424,180,purchase,5,12
289,81,click,2,12
484,34,view,1,12
484,152,view,1,12
100,193,view,1,12
357,107,purchase,5,12
191,35,click,2,12
373,5,view,1,12
88,34,click,2,12
181,134,click,2,12
10,165,view,1,12
303,143,cart,3,12
301,81,click,2,12
27,77,view,1,12
29,84,view,1,12
380,45,cart,3,12
113,81,cart,3,12
305,48,view,1,12
397,77,click,2,12
180,34,click,2,12
402,41,cart,3,12
263,62,click,2,12
265,166,view,1,12
351,78,cart,3,12
480,85,purchase,5,12
250,47,view,1,12
369,18,cart,3,12
73,38,click,2,12
47,51,click,2,12
296,67,purchase,5,12
293,134,click,2,12
112,90,view,1,12
111,113,view,1,12
475,129,view,1,12
162,34,click,2,12
270,9,click,2,12
273,35,click,2,12
161,129,cart,3,12
440,88,view,1,12
348,134,view,1,12
74,81,click,2,12
477,29,click,2,12
480,180,view,1,12
265,5,view,1,12
476,134,cart,3,12
477,24,purchase,5,12
351,57,view,1,12
79,2,view,1,12
415,125,view,1,12
496,36,view,1,12
95,125,purchase,5,12
49,67,cart,3,12
198,34,view,1,12
496,35,click,2,12
122,129,view,1,12
55,43,click,2,12
383,167,purchase,5,12
428,19,view,1,12
450,94,view,1,12
214,81,click,2,12
10,150,click,2,12
436,67,cart,3,12
227,166,cart,3,12
227,76,view,1,12
223,155,cart,3,12
493,35,click,2,12
494,81,click,2,12
96,165,view,1,12
98,67,view,1,12
227,118,view,1,12
7,70,view,1,12
455,7,view,1,12
456,7,click,2,12
134,189,purchase,5,12
491,70,view,1,13
360,59,view,1,13
197,132,click,2,13
7,35,view,1,13
6,45,purchase,5,13
197,132,click,2,13
217,73,view,1,13
451,114,view,1,13
331,57,click,2,13
331,95,cart,3,13
218,105,view,1,13
215,200,view,1,13
203,176,cart,3,13
370,22,view,1,13
415,134,view,1,13
324,45,click,2,13
73,124,view,1,13
424,110,view,1,13
423,53,purchase,5,13
475,126,view,1,13
273,180,view,1,13
108,70,click,2,13
348,22,click,2,13
275,188,view,1,13
108,62,click,2,13
347,152,cart,3,13
162,129,click,2,13
265,81,purchase,5,13
496,22,view,1,13
292,87,click,2,13
466,20,cart,3,13
144,134,click,2,13
379,81,view,1,13
268,54,click,2,13
255,81,view,1,13
167,134,cart,3,13
484,190,view,1,13
350,97,view,1,13
350,129,click,2,13
104,81,purchase,5,13
245,84,cart,3,13
